"ID","MK-ID","community","count","inCore","info","betweenness"
"Park H, 2012, SCIENTOMETRICS","WOS:000299088900011",3,2,True,"WOS:000299088900011, Park Hyunseok, Identifying patent infringement using SAO based semantic technological similarities, SCIENTOMETRICS, 90, 515",0.0
"Vieira Es, 2010, J INFORMETR","WOS:000281616200012",2,27,True,"WOS:000281616200012, Vieira E. S., A research impact indicator for institutions, JOURNAL OF INFORMETRICS, 4, 581",0.017
"Gingras Y, 2011, J INFORMETR","WOS:000285626000020",4,18,True,"WOS:000285626000020, Gingras Yves, There are neither ""king"" nor ""crown"" in scientometrics: Comments on a supposed ""alternative"" method of normalization, JOURNAL OF INFORMETRICS, 5, 226",0.0
"Chuang Ky, 2011, SCIENTOMETRICS","WOS:000289792600008",5,8,True,"WOS:000289792600008, Chuang Kun-Yang, High-impact papers presented in the subject category of water resources in the essential science indicators database of the institute for scientific information, SCIENTOMETRICS, 87, 551",0.0
"Choung Jy, 2013, SCIENTOMETRICS","WOS:000313711500011",6,4,True,"WOS:000313711500011, Choung Jae-Yong, The evolutionary patterns of knowledge production in Korea, SCIENTOMETRICS, 94, 629",0.003
"Gao X, 2012, SCIENTOMETRICS","WOS:000300325800001",4,3,True,"WOS:000300325800001, Gao Xia, Network model of knowledge diffusion, SCIENTOMETRICS, 90, 749",0.0
"Duffy Rd, 2011, SCIENTOMETRICS","WOS:000294839200010",1,4,True,"WOS:000294839200010, Duffy Ryan D., The research productivity of academic psychologists: assessment trends and best practice recommendations, SCIENTOMETRICS, 89, 207",0.0
"Zhou P, 2012, J INFORMETR","WOS:000308581700021",4,2,True,"WOS:000308581700021, Zhou Ping, The citation-based indicator and combined impact indicator-New options for measuring impact, JOURNAL OF INFORMETRICS, 6, 631",0.0
"Fragkiadaki E, 2011, SCIENTOMETRICS","WOS:000286627500009",2,1,True,"WOS:000286627500009, Fragkiadaki Eleni, f-Value: measuring an article's scientific impact, SCIENTOMETRICS, 86, 671",0.0
"Yoon K, 2012, J AM SOC INF SCI TEC","WOS:000303500300005",8,1,True,"WOS:000303500300005, Yoon Kyunghye, Conceptual syntagmatic associations in user tagging, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 63, 923",0.0
"Lancho-Barrantes Bs, 2013, SCIENTOMETRICS","WOS:000314753500001",1,3,True,"WOS:000314753500001, Lancho-Barrantes Barbara S., Citation increments between collaborating countries, SCIENTOMETRICS, 94, 817",0.0
"Shin Jc, 2010, SCIENTOMETRICS","WOS:000282048200016",9,6,True,"WOS:000282048200016, Shin Jung Cheol, Multilevel analysis of academic publishing across disciplines: research preference collaboration and time on research, SCIENTOMETRICS, 85, 581",0.0
"Ardanuy J, 2012, SCIENTOMETRICS","WOS:000300325800008",2,3,True,"WOS:000300325800008, Ardanuy Jordi, Scientific collaboration in Library and Information Science viewed through the Web of Knowledge: the Spanish case, SCIENTOMETRICS, 90, 877",0.0
"Franceschini F, 2013, J INFORMETR","WOS:000313121300014",1,2,True,"WOS:000313121300014, Franceschini Fiorenzo, An informetric model for the success-index, JOURNAL OF INFORMETRICS, 7, 109",0.0
"Chen Cm, 2012, J AM SOC INF SCI TEC","WOS:000301038300001",7,5,True,"WOS:000301038300001, Chen Chaomei, Predictive Effects of Structural Variation on Citation Counts, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 63, 431",0.0
"Gingras Y, 2010, SCIENTOMETRICS","WOS:000274111600013",2,6,True,"WOS:000274111600013, Gingras Yves, Why it has become more difficult to predict Nobel Prize winners: a bibliometric analysis of nominees and winners of the chemistry and physics prizes (1901-2007), SCIENTOMETRICS, 82, 401",0.0
"Abbasi A, 2010, SCIENTOMETRICS","WOS:000275417400001",7,10,True,"WOS:000275417400001, Abbasi Alireza, Evaluating scholars based on their academic collaboration activities: two indices the RC-index and the CC-index for quantifying collaboration activities of researchers and scientific communities, SCIENTOMETRICS, 83, 1",0.0
"Gazni A, 2012, J AM SOC INF SCI TEC","WOS:000302157900009",2,13,True,"WOS:000302157900009, Gazni Ali, Mapping World Scientific Collaboration: Authors Institutions and Countries, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 63, 323",0.001
"Zhao Sx, 2012, J INFORMETR","WOS:000308581700020",7,2,True,"WOS:000308581700020, Zhao Star X., Exploring the directed h-degree in directed weighted networks, JOURNAL OF INFORMETRICS, 6, 619",0.0
"Guan Jc, 2012, SCIENTOMETRICS","WOS:000310964500003",3,4,True,"WOS:000310964500003, Guan Jiancheng, Transnational citation technological diversity and small world in global nanotechnology patenting, SCIENTOMETRICS, 93, 609",0.0
"Borner K, 2010, SCIENTOMETRICS","WOS:000277418400020",7,5,True,"WOS:000277418400020, Boerner Katy, Rete-netzwerk-red: analyzing and visualizing scholarly networks using the Network Workbench Tool, SCIENTOMETRICS, 83, 863",0.001
"Rons N, 2012, J INFORMETR","WOS:000298325300001",4,2,True,"WOS:000298325300001, Rons Nadine, Partition-based Field Normalization: An approach to highly specialized publication records, JOURNAL OF INFORMETRICS, 6, 1",0.0
"Glanzel W, 2013, SCIENTOMETRICS","WOS:000324275600002",6,9,True,"WOS:000324275600002, Glanzel Wolfgang, High-end performance or outlier? Evaluating the tail of scientometric distributions, SCIENTOMETRICS, 97, 13",0.0
"Abramo G, 2011, J INFORMETR","WOS:000296524200013",9,17,True,"WOS:000296524200013, Abramo Giovanni, A field-standardized application of DEA to national-scale research assessment of universities, JOURNAL OF INFORMETRICS, 5, 618",0.004
"Chang Cl, 2011, SCIENTOMETRICS","WOS:000287665900002",4,2,True,"WOS:000287665900002, Chang Chia-Lin, What makes a great journal great in the sciences? Which came first the chicken or the egg?, SCIENTOMETRICS, 87, 17",0.0
"Abrizah A, 2013, SCIENTOMETRICS","WOS:000313711500017",2,2,True,"WOS:000313711500017, Abrizah A., LIS journals scientific impact and subject categorization: a comparison between Web of Science and Scopus, SCIENTOMETRICS, 94, 721",0.0
"Squicciarini Ac, 2011, J AM SOC INF SCI TEC","WOS:000288142600009",8,1,True,"WOS:000288142600009, Squicciarini Anna C., CoPE: Enabling Collaborative Privacy Management in Online Social Networks, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 62, 521",0.0
"Tol Rsj, 2011, SCIENTOMETRICS","WOS:000294839200016",5,6,True,"WOS:000294839200016, Tol Richard S. J., Credit where credit's due: accounting for co-authorship in citation counts, SCIENTOMETRICS, 89, 291",0.001
"Costas R, 2010, J AM SOC INF SCI TEC","WOS:000274038400009",9,28,True,"WOS:000274038400009, Costas Rodrigo, Is Scientific Literature Subject to a 'Sell-By-Date'? A General Methodology to Analyze the 'Durability' of Scientific Documents, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 61, 329",0.033
"Jonkers K, 2012, J AM SOC INF SCI TEC","WOS:000302156300015",8,4,True,"WOS:000302156300015, Jonkers K., The Bibliometric Bandwagon: Characteristics of Bibliometric Articles Outside the Field Literature, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 63, 829",0.0
"Hellqvist B, 2010, J AM SOC INF SCI TEC","WOS:000274038400007",11,9,True,"WOS:000274038400007, Hellqvist Bjorn, Referencing in the Humanities and its Implications for Citation Analysis, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 61, 310",0.0
"Leydesdorff L, 2013, J AM SOC INF SCI TEC","WOS:000322870300012",4,9,True,"WOS:000322870300012, Leydesdorff Loet, The Swedish System of Innovation: Regional Synergies in a Knowledge-Based Economy, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 64, 1890",0.004
"Harzing Aw, 2013, SCIENTOMETRICS","WOS:000314753500017",9,16,True,"WOS:000314753500017, Harzing Anne-Wil, A preliminary test of Google Scholar as a source for citation data: a longitudinal study of Nobel prize winners, SCIENTOMETRICS, 94, 1057",0.006
"Sangwal K, 2013, J INFORMETR","WOS:000313121300004",2,6,True,"WOS:000313121300004, Sangwal Keshra, Comparison of different mathematical functions for the analysis of citation distribution of papers of individual authors, JOURNAL OF INFORMETRICS, 7, 36",0.012
"Tang L, 2010, SCIENTOMETRICS","WOS:000280274400014",7,15,True,"WOS:000280274400014, Tang Li, Bibliometric fingerprints: name disambiguation based on approximate structure equivalence of cognitive maps, SCIENTOMETRICS, 84, 763",0.011
"Lopez-Cozar Ed, 2014, J ASSOC INF SCI TECH","WOS:000335582300002",9,2,True,"WOS:000335582300002, Delgado Lopez-Cozar Emilio, The Google Scholar Experiment: How to Index False Papers and Manipulate Bibliometric Indicators, JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY, 65, 446",0.0
"Onyancha Ob, 2011, SCIENTOMETRICS","WOS:000289106900008",2,6,True,"WOS:000289106900008, Onyancha Omwoyo Bosire, Knowledge production through collaborative research in sub-Saharan Africa: how much do countries contribute to each other's knowledge output and citation impact?, SCIENTOMETRICS, 87, 315",0.01
"Sud P, 2014, SCIENTOMETRICS","WOS:000345136000014",1,2,True,"WOS:000345136000014, Sud Pardeep, Linked title mentions: a new automated link search candidate, SCIENTOMETRICS, 101, 1831",0.0
"Egghe L, 2013, J INFORMETR","WOS:000313121300022",6,6,True,"WOS:000313121300022, Egghe L., The functional relation between the impact factor and the uncitedness factor revisited, JOURNAL OF INFORMETRICS, 7, 183",0.0
"Waltman L, 2012, J AM SOC INF SCI TEC","WOS:000311853600006",1,79,True,"WOS:000311853600006, Waltman Ludo, The Leiden ranking 2011/2012: Data collection indicators and interpretation, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 63, 2419",0.098
"Breimer Lh, 2010, SCIENTOMETRICS","WOS:000282048200002",0,9,True,"WOS:000282048200002, Breimer Lars H., A longitudinal and cross-sectional study of Swedish biomedical PhD processes 1991-2009 with emphasis on international and gender aspects, SCIENTOMETRICS, 85, 401",0.003
"Schreiber M, 2010, J AM SOC INF SCI TEC","WOS:000273155100013",4,9,True,"WOS:000273155100013, Schreiber Michael, Revisiting the g-Index: The Average Number of Citations in the g-Core, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 61, 169",0.001
"Schiebel E, 2012, SCIENTOMETRICS","WOS:000302478200018",7,3,True,"WOS:000302478200018, Schiebel Edgar, Visualization of research fronts and knowledge bases by three-dimensional areal densities of bibliographically coupled publications and co-citations, SCIENTOMETRICS, 91, 557",0.0
"Zhang L, 2010, J INFORMETR","WOS:000275515500007",4,9,True,"WOS:000275515500007, Zhang Lin, Subject clustering analysis based on ISI category classification, JOURNAL OF INFORMETRICS, 4, 185",0.0
"Wong Cy, 2010, SCIENTOMETRICS","WOS:000280274400008",3,8,True,"WOS:000280274400008, Wong Chan-Yuan, Modeling the behaviour of science and technology: self-propagating growth in the diffusion process, SCIENTOMETRICS, 84, 669",0.001
"Yan E, 2010, J AM SOC INF SCI TEC","WOS:000280019100009",4,10,True,"WOS:000280019100009, Yan Erjia, Weighted Citation: An Indicator of an Article's Prestige, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 61, 1635",0.003
"Yan Ej, 2010, SCIENTOMETRICS","WOS:000275417400008",7,12,True,"WOS:000275417400008, Yan Erjia, Mapping library and information science in China: a coauthorship network analysis, SCIENTOMETRICS, 83, 115",0.01
"Franceschini F, 2010, SCIENTOMETRICS","WOS:000280947400016",11,8,True,"WOS:000280947400016, Franceschini Fiorenzo, Analysis of the ch-index: an indicator to evaluate the diffusion of scientific research output by citers, SCIENTOMETRICS, 85, 203",0.001
"Wang J, 2012, SCIENTOMETRICS","WOS:000310230400010",7,4,True,"WOS:000310230400010, Wang Jian, A boosted-trees method for name disambiguation, SCIENTOMETRICS, 93, 391",0.0
"Bouyssou D, 2011, J AM SOC INF SCI TEC","WOS:000294255200009",1,11,True,"WOS:000294255200009, Bouyssou Denis, Ranking Scientists and Departments in a Consistent Manner, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 62, 1761",0.002
"Krampen G, 2010, SCIENTOMETRICS","WOS:000276499500014",11,3,True,"WOS:000276499500014, Krampen Guenter, Acceleration of citing behavior after the millennium? Exemplary bibliometric reference analyses for psychology journals, SCIENTOMETRICS, 83, 507",0.0
"Rousseau R, 2013, J INFORMETR","WOS:000323859700019",7,7,True,"WOS:000323859700019, Rousseau Ronald, Mathematical properties of Q-measures, JOURNAL OF INFORMETRICS, 7, 737",0.0
"Chen Cm, 2010, J AM SOC INF SCI TEC","WOS:000279151600007",7,24,True,"WOS:000279151600007, Chen Chaomei, The Structure and Dynamics of Cocitation Clusters: A Multiple-Perspective Cocitation Analysis, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 61, 1386",0.012
"Chen Ys, 2010, SCIENTOMETRICS","WOS:000273950900006",3,16,True,"WOS:000273950900006, Chen Yu-Shan, Analyzing the nonlinear effects of firm size profitability and employee productivity on patent citations of the US pharmaceutical companies by using artificial neural network, SCIENTOMETRICS, 82, 75",0.014
"Liu Xz, 2013, J AM SOC INF SCI TEC","WOS:000322870300009",16,4,True,"WOS:000322870300009, Liu Xiaozhong, Full-text citation analysis: A new method to enhance scholarly networks, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 64, 1852",0.0
"Ni Cq, 2013, J AM SOC INF SCI TEC","WOS:000323386300010",7,5,True,"WOS:000323386300010, Ni Chaoqun, Journal impact and proximity: An assessment using bibliographic features, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 64, 802",0.0
"Campanario J, 2012, SCIENTOMETRICS","WOS:000306547000008",2,3,True,"WOS:000306547000008, Miguel Campanario Juan, Some research ideas on Journal Impact Factors as a crucial topic in science dynamics, SCIENTOMETRICS, 92, 293",0.0
"Colliander C, 2011, J INFORMETR","WOS:000285626000009",4,6,True,"WOS:000285626000009, Colliander Cristian, The effects and their stability of field normalization baseline on relative performance with respect to citation impact: A case study of 20 natural science departments, JOURNAL OF INFORMETRICS, 5, 101",0.0
"Mattsson P, 2011, SCIENTOMETRICS","WOS:000287665900007",5,10,True,"WOS:000287665900007, Mattsson Pauline, Is correspondence reflected in the author position? A bibliometric study of the relation between corresponding author and byline position, SCIENTOMETRICS, 87, 99",0.002
"Ho Ys, 2013, SCIENTOMETRICS","WOS:000314753500029",5,4,True,"WOS:000314753500029, Ho Yuh-Shan, The top-cited research works in the Science Citation Index Expanded, SCIENTOMETRICS, 94, 1297",0.0
"Kretschmer H, 2012, SCIENTOMETRICS","WOS:000309357600011",0,9,True,"WOS:000309357600011, Kretschmer Hildrun, Gender bias in journals of gender studies, SCIENTOMETRICS, 93, 135",0.018
"Burrell Ql, 2012, J AM SOC INF SCI TEC","WOS:000305233900017",6,8,True,"WOS:000305233900017, Burrell Quentin L., Alternative Thoughts on Uncitedness, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 63, 1466",0.0
"Bajwa Rs, 2013, SCIENTOMETRICS","WOS:000313016300019",5,5,True,"WOS:000313016300019, Bajwa R. S., A scientometric assessment of research output in nanoscience and nanotechnology: Pakistan perspective, SCIENTOMETRICS, 94, 333",0.0
"Lee Lc, 2011, SCIENTOMETRICS","WOS:000296473400001",6,5,True,"WOS:000296473400001, Lee Ling-Chu, Research output and economic productivity: a Granger causality test, SCIENTOMETRICS, 89, 465",0.003
"Yang Sl, 2010, SCIENTOMETRICS","WOS:000283090300009",3,8,True,"WOS:000283090300009, Yang Siluo, A longitudinal analysis of citation distribution breadth for Chinese scholars, SCIENTOMETRICS, 85, 755",0.009
"Campanario Jm, 2010, SCIENTOMETRICS","WOS:000278267100003",2,6,True,"WOS:000278267100003, Miguel Campanario Juan, Distribution of changes in impact factors over time, SCIENTOMETRICS, 84, 35",0.0
"Romero-Frias E, 2012, J AM SOC INF SCI TEC","WOS:000303500300008",8,1,True,"WOS:000303500300008, Romero-Frias Esteban, Exploring the relationships between media and political parties through web hyperlink analysis: The case of Spain, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 63, 967",0.0
"Marx W, 2011, J AM SOC INF SCI TEC","WOS:000288142600002",1,9,True,"WOS:000288142600002, Marx Werner, Special Features of Historical Papers from the Viewpoint of Bibliometrics, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 62, 433",0.006
"Su Hn, 2010, SCIENTOMETRICS","WOS:000280947400006",7,7,True,"WOS:000280947400006, Su Hsin-Ning, Mapping knowledge structure by keyword co-occurrence: a first look at journal papers in Technology Foresight, SCIENTOMETRICS, 85, 65",0.0
"Haustein S, 2014, SCIENTOMETRICS","WOS:000343609900015",1,1,True,"WOS:000343609900015, Haustein Stefanie, Coverage and adoption of altmetrics sources in the bibliometric community, SCIENTOMETRICS, 101, 1145",0.0
"Zuccala A, 2011, J AM SOC INF SCI TEC","WOS:000295458700010",11,6,True,"WOS:000295458700010, Zuccala Alesia, Book Reviews in Humanities Research Evaluations, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 62, 1979",0.001
"Morillo F, 2013, SCIENTOMETRICS","WOS:000313016300012",9,3,True,"WOS:000313016300012, Morillo Fernanda, Towards the automation of address identification, SCIENTOMETRICS, 94, 207",0.0
"Lopez-Illescas C, 2011, SCIENTOMETRICS","WOS:000292210400015",14,7,True,"WOS:000292210400015, Lopez-Illescas Carmen, A ranking of universities should account for differences in their disciplinary specialization, SCIENTOMETRICS, 88, 563",0.001
"Gagolewski M, 2011, J INFORMETR","WOS:000296524200018",4,2,True,"WOS:000296524200018, Gagolewski Marek, Bibliometric impact assessment with R and the CITAN package, JOURNAL OF INFORMETRICS, 5, 678",0.0
"Small H, 2010, SCIENTOMETRICS","WOS:000277418400018",7,7,True,"WOS:000277418400018, Small Henry, Maps of science as interdisciplinary discourse: co-citation contexts and the role of analogy, SCIENTOMETRICS, 83, 835",0.008
"Dorta-Gonzalez P, 2011, SCIENTOMETRICS","WOS:000294839700003",4,5,True,"WOS:000294839700003, Dorta-Gonzalez Pablo, Central indexes to the citation distribution: a complement to the h-index, SCIENTOMETRICS, 88, 729",0.0
"Yan E, 2012, J INFORMETR","WOS:000298325300017",7,5,True,"WOS:000298325300017, Yan Erjia, Topics in dynamic research communities: An exploratory study for the field of information retrieval, JOURNAL OF INFORMETRICS, 6, 140",0.0
"Zhou Qj, 2012, SCIENTOMETRICS","WOS:000310964500013",6,3,True,"WOS:000310964500013, Zhou Qiuju, A general framework for describing diversity within systems and similarity between systems with applications in informetrics, SCIENTOMETRICS, 93, 787",0.0
"Salager-Meyer F, 2011, SCIENTOMETRICS","WOS:000286627500014",5,2,True,"WOS:000286627500014, Salager-Meyer Francoise, Scholarly gratitude in five geographical contexts: a diachronic and cross-generic approach of the acknowledgment paratext in medical discourse (1950-2010), SCIENTOMETRICS, 86, 763",0.0
"Chen Jh, 2013, SCIENTOMETRICS","WOS:000313711500003",3,3,True,"WOS:000313711500003, Chen Jennifer H., The patterns and propensity for international co-invention: the case of China, SCIENTOMETRICS, 94, 481",0.0
"Gorraiz J, 2013, J AM SOC INF SCI TEC","WOS:000323389100008",11,7,True,"WOS:000323389100008, Gorraiz Juan, Opportunities for and Limitations of the Book Citation Index, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 64, 1388",0.003
"Rosenbaum H, 2010, J AM SOC INF SCI TEC","WOS:000281011400015",12,7,True,"WOS:000281011400015, Rosenbaum Howard, A Structuration Approach to Online Communities of Practice: The Case of Q&A Communities, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 61, 1933",0.0
"Boshoff N, 2010, SCIENTOMETRICS","WOS:000278695500017",2,7,True,"WOS:000278695500017, Boshoff Nelius, South-South research collaboration of countries in the Southern African Development Community (SADC), SCIENTOMETRICS, 84, 481",0.007
"Dehon C, 2010, SCIENTOMETRICS","WOS:000276499500015",14,12,True,"WOS:000276499500015, Dehon Catherine, Uncovering excellence in academic rankings: a closer look at the Shanghai ranking, SCIENTOMETRICS, 83, 515",0.0
"Milojevic S, 2011, J AM SOC INF SCI TEC","WOS:000295458700007",7,16,True,"WOS:000295458700007, Milojevic Stasa, The Cognitive Structure of Library and Information Science: Analysis of Article Title Words, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 62, 1933",0.043
"Egghe L, 2010, J INFORMETR","WOS:000272631100002",11,6,True,"WOS:000272631100002, Egghe L., Characteristic scores and scales based on h-type indices, JOURNAL OF INFORMETRICS, 4, 14",0.0
"Bornmann L, 2014, SCIENTOMETRICS","WOS:000329319200015",1,2,True,"WOS:000329319200015, Bornmann Lutz, How should the societal impact of research be generated and measured? A proposal for a simple and practicable approach to allow interdisciplinary comparisons, SCIENTOMETRICS, 98, 211",0.0
"Klavans R, 2011, J AM SOC INF SCI TEC","WOS:000285428000001",4,10,True,"WOS:000285428000001, Klavans Richard, Using Global Mapping to Create More Accurate Document-Level Maps of Research Fields, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 62, 1",0.006
"Lewison G, 2011, SCIENTOMETRICS","WOS:000294839200007",0,4,True,"WOS:000294839200007, Lewison Grant, Female researchers in Russia: have they become more visible?, SCIENTOMETRICS, 89, 139",0.0
"Lang P, 2010, SCIENTOMETRICS","WOS:000275417400010",7,7,True,"WOS:000275417400010, Lang Pamela, Site co-link analysis applied to small networks: a new methodological approach, SCIENTOMETRICS, 83, 157",0.008
"Andersen Jp, 2011, SCIENTOMETRICS","WOS:000292210400003",7,5,True,"WOS:000292210400003, Andersen Jens Peter, Price revisited: on the growth of dissertations in eight research fields, SCIENTOMETRICS, 88, 371",0.003
"Liu Sb, 2012, SCIENTOMETRICS","WOS:000302478200014",10,2,True,"WOS:000302478200014, Liu Shengbo, The proximity of co-citation, SCIENTOMETRICS, 91, 495",0.0
"Torres-Salinas D, 2011, SCIENTOMETRICS","WOS:000294839700006",14,8,True,"WOS:000294839700006, Torres-Salinas Daniel, A methodology for Institution-Field ranking based on a bidimensional analysis: the IFQ(2)A index, SCIENTOMETRICS, 88, 771",0.001
"Moed Hf, 2012, SCIENTOMETRICS","WOS:000306547000014",2,12,True,"WOS:000306547000014, Moed Henk F., Citation-based metrics are appropriate tools in journal assessment provided that they are accurate and used in an informed way, SCIENTOMETRICS, 92, 367",0.008
"Ye Fy, 2010, SCIENTOMETRICS","WOS:000278695500014",6,11,True,"WOS:000278695500014, Ye Fred Y., Probing the h-core: an investigation of the tail-core ratio for rank distributions, SCIENTOMETRICS, 84, 431",0.011
"Billaut Jc, 2010, SCIENTOMETRICS","WOS:000278267100019",14,21,True,"WOS:000278267100019, Billaut Jean-Charles, Should you believe in the Shanghai ranking?, SCIENTOMETRICS, 84, 237",0.006
"Wang Hj, 2013, SCIENTOMETRICS","WOS:000316046000004",5,4,True,"WOS:000316046000004, Wang Haijun, A historical review and bibliometric analysis of GPS research from 1991-2010, SCIENTOMETRICS, 95, 35",0.0
"Ruiz Cf, 2010, SCIENTOMETRICS","WOS:000277418400009",9,3,True,"WOS:000277418400009, Fabian Ruiz Cristhian, Efficiency measurement of research groups using Data Envelopment Analysis and Bayesian networks, SCIENTOMETRICS, 83, 711",0.0
"Liesch Pw, 2011, SCIENTOMETRICS","WOS:000292210200002",7,2,True,"WOS:000292210200002, Liesch Peter W., The evolution of the international business field: a scientometric investigation of articles published in its premier journal, SCIENTOMETRICS, 88, 17",0.0
"Moed Hf, 2011, J AM SOC INF SCI TEC","WOS:000285428000018",4,7,True,"WOS:000285428000018, Moed Henk F., The Source Normalized Impact per Paper Is a Valid and Sophisticated Indicator of Journal Citation Impact, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 62, 211",0.0
"Yan Ej, 2011, J AM SOC INF SCI TEC","WOS:000293064100005",7,14,True,"WOS:000293064100005, Yan Erjia, Institutional Interactions: Exploring Social Cognitive and Geographic Relationships Between Institutions as Demonstrated Through Citation Networks, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 62, 1498",0.006
"Thelwall M, 2010, J AM SOC INF SCI TEC","WOS:000279151600011",8,18,True,"WOS:000279151600011, Thelwall Mike, Policy-Relevant Webometrics for Individual Scientific Fields, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 61, 1464",0.013
"Yoon J, 2011, SCIENTOMETRICS","WOS:000292210200014",3,19,True,"WOS:000292210200014, Yoon Janghyeok, Identifying rapidly evolving technological trends for R&D planning using SAO-based semantic patent networks, SCIENTOMETRICS, 88, 213",0.025
"West Jd, 2013, J AM SOC INF SCI TEC","WOS:000323386300009",2,1,True,"WOS:000323386300009, West Jevin D., Author-level Eigenfactor metrics: Evaluating the influence of authors institutions and countries within the social science research network community, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 64, 787",0.0
"Veugelers R, 2010, SCIENTOMETRICS","WOS:000274111600016",4,5,True,"WOS:000274111600016, Veugelers Reinhilde, Towards a multipolar science world: trends and impact, SCIENTOMETRICS, 82, 439",0.0
"Vaughan L, 2012, J AM SOC INF SCI TEC","WOS:000308888400006",8,4,True,"WOS:000308888400006, Vaughan Liwen, Web data as academic and business quality estimates: A comparison of three data sources, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 63, 1960",0.0
"Yuan Jp, 2010, SCIENTOMETRICS","WOS:000277418400004",3,5,True,"WOS:000277418400004, Yuan Jun Peng, Patent activity on water pollution and treatment in China-a scientometric perspective, SCIENTOMETRICS, 83, 639",0.0
"Perc M, 2010, J INFORMETR","WOS:000278543600015",2,11,True,"WOS:000278543600015, Perc Matjaz, Zipf's law and log-normal distributions in measures of scientific output across fields and institutions: 40 years of Slovenia's research as an example, JOURNAL OF INFORMETRICS, 4, 358",0.0
"Moed Hf, 2010, J INFORMETR","WOS:000278543600023",4,96,True,"WOS:000278543600023, Moed Henk F., CWTS crown indicator measures citation impact of a research group's publication oeuvre, JOURNAL OF INFORMETRICS, 4, 436",0.078
"Bornmann L, 2013, J AM SOC INF SCI TEC","WOS:000323388800019",1,16,True,"WOS:000323388800019, Bornmann Lutz, The problem of percentile rank scores used with small reference sets, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 64, 650",0.005
"Wiggins A, 2012, J AM SOC INF SCI TEC","WOS:000302158800002",7,1,True,"WOS:000302158800002, Wiggins Andrea, Intellectual Diversity and the Faculty Composition of iSchools, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 63, 8",0.0
"Hung Sw, 2010, SCIENTOMETRICS","WOS:000273950900010",3,10,True,"WOS:000273950900010, Hung Shiu-Wan, Examining the small world phenomenon in the patent citation network: a case study of the radio frequency identification (RFID) network, SCIENTOMETRICS, 82, 121",0.015
"Lazaridis T, 2010, SCIENTOMETRICS","WOS:000274111600001",11,7,True,"WOS:000274111600001, Lazaridis Themis, Ranking university departments using the mean h-index, SCIENTOMETRICS, 82, 211",0.003
